year,province,city,city_code,region,city_tier,gdp_100m,gdp_per_capita,pop_10k,hc_city,K_100m,Kstar_100m,V_100m,urban_q,OCR,UCI,UCI_norm,UCI_class,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio,tertiary_share_pct
2019,云南省,曲靖市,530300,西部,三线及以下,2638.0,42774.0,574.8454070201643,2.565294300682888,12179.66570975832,9598.116467993488,12345.868349822853,1.0136459114745138,1.2689641504532099,0.7987979101793307,0.5719233150048635,橙灯-显著失调,0.8158074627208637,0.0699200151630022,0.0226307808946171,45.3
2020,云南省,曲靖市,530300,西部,三线及以下,2959.0,51245.0,577.0,2.6753387744844446,13984.65670646144,12001.299942939868,13807.937736,0.9873633672838183,1.165261827714617,0.8473317702514087,0.5881672538980754,橙灯-显著失调,0.8158074627208638,,0.0174721189591078,44.31
2021,云南省,曲靖市,530300,西部,三线及以下,3394.0,59194.0,574.0,2.726457056049172,16054.274399612978,13762.762788600658,14593.635448,0.9090186877802344,1.1665008433415942,0.7792696361677987,0.5651070712671746,橙灯-显著失调,0.8158074627208638,,0.0122274602239245,43.61
2022,云南省,曲靖市,530300,西部,三线及以下,3802.0,66373.0,572.0,2.784534442881578,18353.26065289705,15757.680626185376,14364.63886,0.7826750315199469,1.1647184054738653,0.6719864886152596,0.5243160008038638,橙灯-显著失调,0.8158074627208637,,0.0093529721199368,43.45
2023,云南省,曲靖市,530300,西部,三线及以下,4049.0,70760.0,569.0,2.8302918177585763,20738.802036808975,17266.787205747296,13719.541368,0.6615397236373346,1.2010805362740562,0.5507871484534556,0.46954291798955333,橙灯-显著失调,0.8158074627208637,,0.0078093356384292,45.32
1990,云南省,玉溪市,530400,西部,三线及以下,25.22,7875.0,184.68284424379232,3.1021595398599846,6.832857142857144,1172.8089154825193,,,0.005826061733207371,,,,0.0948255352894528,,,10.666
1991,云南省,玉溪市,530400,西部,三线及以下,29.09,8960.0,186.7042889390519,3.210484691384944,10.066314285714286,1447.2379275942399,,,0.006955535156854019,,,,0.1228979030594706,,,10.278
1992,云南省,玉溪市,530400,西部,三线及以下,76.2344,9404.0,188.12641083521444,3.0762080802736644,12.87559857142857,1932.2463281737184,,,0.006663538899617456,,,,0.0434528244467064,,,12.434
1993,云南省,玉溪市,530400,西部,三线及以下,123.3787,9848.0,189.83295711060947,2.9790673871808138,19.22241864285714,2145.7104144347454,,,0.008958533506452216,,,,0.0566596989593827,,,14.589
1994,云南省,玉溪市,530400,西部,三线及以下,170.5231,10292.0,191.53950338600453,2.930039173642719,31.833697710714283,2352.2546614612274,,,0.013533270114103673,,,,0.0795927355296731,,,16.744
1995,云南省,玉溪市,530400,西部,三线及以下,192.7338,10736.0,193.6117381489842,2.8984162171577847,46.53161282517857,2401.922667049983,,,0.019372652360339405,,,,0.0845186469628057,0.0086694705339696,,19.9
1996,云南省,玉溪市,530400,西部,三线及以下,236.2274,11180.0,195.44018058690745,2.8675933689270083,60.78033218391964,2547.8312172248766,,,0.023855713743127064,,,,0.0701667122442189,0.0066516415961907,,17.9
1997,云南省,玉溪市,530400,西部,三线及以下,301.8651,11623.0,197.8374717832957,2.847869674393334,99.84431557472364,2802.737658103483,,,0.03562385344416604,,,,0.1394762097373959,0.0092561213601704,,20.75
1998,云南省,玉溪市,530400,西部,三线及以下,325.3364,12067.0,200.234762979684,2.8349506293302422,162.48269979598746,2871.6402400286293,,,0.05658184389920917,,,,0.2078789831079461,0.0123469123036954,,23.6
1999,云南省,玉溪市,530400,西部,三线及以下,294.1452,12511.0,202.2765237020316,2.829999722051103,209.7573648061881,2735.4976304935485,,,0.07667978303762701,,,,0.1883382764702602,0.0175562953262538,,22.2
2000,云南省,玉溪市,530400,西部,三线及以下,294.5531,12955.0,204.86681715575625,2.8359493865845775,257.5982965658786,2780.870084744318,,,0.09263226569951866,,,,0.1980247364566864,0.0140548512305591,,22.5
2001,云南省,玉溪市,530400,西部,三线及以下,271.385,13399.0,206.62415349887132,2.8361520320711957,300.61368173758467,2689.6032613312323,,,0.11176878242956713,,,,0.2059631151316395,0.0155233340088803,,22.69
2002,云南省,玉溪市,530400,西部,三线及以下,273.0769,13360.0,208.64559819413097,2.7839277435267387,345.4235976507054,2519.5727093253613,,,0.13709610219710458,,,,0.2191346100677135,0.0208765369754819,,24.13
2003,云南省,玉溪市,530400,西部,三线及以下,286.4738,13893.0,210.1489841986456,2.7607021817833615,394.6439177681701,2503.1730488421176,,,0.15765746517234153,,,,0.2321032499307092,0.0182334300728373,,23.41
2004,云南省,玉溪市,530400,西部,三线及以下,327.8995,15787.0,211.84537246049663,2.7407548786829934,456.7466218797616,2604.2288157329403,,,0.17538651716024953,,,,0.2495731161529676,0.0111165158836777,,23.55
2005,云南省,玉溪市,530400,西部,三线及以下,368.2253,17630.0,212.46501128668172,2.7265455023759375,538.8659907857735,2699.026047648394,,,0.1996520156799807,,,,0.2850339180930805,0.0232903605482838,,29.93
2006,云南省,玉溪市,530400,西部,三线及以下,415.8666,18734.0,213.94808126410837,2.663995285513872,633.5074912464848,2617.036101892694,,,0.24207059688183866,,,,0.2923649074005943,0.0312624288654102,,30.03
2007,云南省,玉溪市,530400,西部,三线及以下,495.9279,21992.0,215.6038374717833,2.648479090983762,752.7245166841606,2790.952308435955,,,0.2697016765241632,,,,0.3042627769076916,0.0429360800229226,,28.2
2008,云南省,玉溪市,530400,西部,三线及以下,596.0973,26260.0,216.3453724604966,2.6392794128520642,897.1255908499525,3008.218809069088,,,0.2982248459272062,,,,0.3053818562842005,0.0508663602401822,,27.05
2009,云南省,玉溪市,530400,西部,三线及以下,644.4042,28245.0,217.7471783295711,2.6146078895975546,1092.482311307455,3017.8054285871935,,,0.3620121764506561,,,,0.3727675890380603,0.0623832060684893,,29.96
2010,云南省,玉溪市,530400,西部,三线及以下,736.4354,32068.0,234.24379232505643,2.5804114875309927,1362.473495742082,3183.1040495633574,,,0.4280329748972483,,,,0.440792634357338,0.078139508231136,,28.37
2011,云南省,玉溪市,530400,西部,三线及以下,876.5508,37913.0,235.46275395033865,2.60174948895864,1716.8651209549778,3581.6601881527113,,,0.47934896968561214,,,,0.48202032329444,0.0763025942135926,0.0171125278763079,27.72
2012,云南省,玉溪市,530400,西部,三线及以下,1000.1749,43037.0,217.48306997742665,2.6328238408299147,1918.1531649072288,3814.6277696010184,,,0.5028415040107185,,,,0.2870810895174434,0.0905509626366348,0.0149973769587699,27.87
2013,云南省,玉溪市,530400,西部,三线及以下,1102.4677,51278.0,218.09255079006772,2.8014315516566715,2215.9573066618673,5120.973213129497,,,0.4327219093785623,,,,0.3571186711411137,0.0949265905930849,0.0129191993561353,29.5
2014,云南省,玉溪市,530400,西部,三线及以下,1184.7251,50511.0,219.41309255079003,2.7105624810217352,2617.075741328774,4662.99137982297,,,0.5612439586856218,,,,0.4320971168754675,0.0940767609296029,0.0280596739277322,30.0
2015,云南省,玉溪市,530400,西部,三线及以下,1244.523,52812.0,219.42325056433407,2.7521163567919564,3153.807354262335,5070.484124974513,5668.671535151241,1.7974057697246777,0.6219933395961845,2.8897508305982886,0.9260299231452463,绿灯-协调发展,0.5364186921414872,0.0527013964386355,0.0267114388404232,33.27
2016,云南省,玉溪市,530400,西部,三线及以下,1311.8823,55389.0,220.42889390519187,2.7992679349445537,3889.8080865492184,5576.465909552004,5278.963761264108,1.357127046837742,0.6975400100422587,1.9455902561854823,0.8170826637531395,绿灯-协调发展,0.681228110174213,0.0752261083177965,0.0198188511271171,37.47
2017,云南省,玉溪市,530400,西部,三线及以下,1415.14,59510.0,222.46049661399547,2.8375788163228024,4473.523885489821,6133.343161483459,5667.548833950338,1.266909259685283,0.7293777256069622,1.7369727854398158,0.7858470253659186,黄灯-轻度失调,0.5499146397303892,0.0571490453241375,0.0142742060856169,38.065
2018,云南省,玉溪市,530400,西部,三线及以下,1493.0383,62641.0,223.4762979683973,2.8688183897473127,5070.891310063502,6587.937101328414,6611.122206772008,1.303739678594929,0.7697236983396502,1.6937761971044805,0.7789116794749129,黄灯-轻度失调,0.5499146397303892,0.0866486814169469,0.0033488759129621,38.66
2019,云南省,玉溪市,530400,西部,三线及以下,1950.0,81667.0,224.4920993227991,3.1145636986496457,5889.680292034585,10389.650039736673,6935.56020731377,1.1775783851448898,0.5668795647118697,2.0772990568877225,0.835121836886569,绿灯-协调发展,0.5499146397303892,0.0905336923076923,0.0087179487179487,46.95
2020,云南省,玉溪市,530400,西部,三线及以下,2058.0,91290.0,225.0,3.181341544227914,6726.920605997997,11610.980028047452,7311.4974,1.086901099067643,0.5793585545534026,1.876042203097318,0.8070580261699212,绿灯-协调发展,0.5499146397303892,,0.0111758989310009,47.96
2021,云南省,玉溪市,530400,西部,三线及以下,2352.0,104780.0,226.0,3.23592817473231,7683.973808343972,13266.213074126634,7317.700895,0.952332878471522,0.5792138092015259,1.6441819296131057,0.770727649234431,黄灯-轻度失调,0.5499146397303892,,0.0153061224489795,46.43
2022,云南省,玉溪市,530400,西部,三线及以下,2521.0,111579.0,226.0,3.2540925403649643,8686.109924687085,14016.36145970107,7079.023312,0.8149820084455148,0.6197121806298178,1.3150976113092419,0.7092233112212908,黄灯-轻度失调,0.5499146397303892,,0.0245934153113843,45.35
2023,云南省,玉溪市,530400,西部,三线及以下,2565.0,112910.0,227.0,3.2562263831736873,9662.33547936118,14204.783312110132,6012.2891985,0.6222397484896166,0.6802170273955296,0.9147664986748404,0.609255978209056,黄灯-轻度失调,0.5499146397303892,,0.0249512670565302,47.08
1994,云南省,保山市,530500,西部,三线及以下,33.3795,1563.0,203.3482797731569,1.6646049697699734,10.226493385714283,119.03693075754862,,,0.08591025760352763,,,,0.0939738462229811,,,30.291
1995,云南省,保山市,530500,西部,三线及以下,41.329,1801.0,205.5164461247637,1.6965322275980388,13.67946871642857,142.87901803175845,,,0.09574162046234083,,,,0.0959205400566188,0.0047133973723051,,30.3
1996,云南省,保山市,530500,西部,三线及以下,50.1877,2038.0,207.62948960302455,1.720862933788041,16.97699528060714,166.70920725159357,,,0.10183597871103703,,,,0.0793321869701142,0.0047103174682242,,31.2
1997,云南省,保山市,530500,西部,三线及以下,59.0614,2276.0,209.57716446124763,1.746128966890163,22.996945516576783,191.8098318357782,,,0.11989450851646685,,,,0.1162993088548527,0.0075650086181499,,32.2
1998,云南省,保山市,530500,西部,三线及以下,63.736,2513.0,211.51565217391305,1.770612202089338,31.603298240747943,211.2867027267718,,,0.14957542444881713,,,,0.153072047194678,0.0103112840466926,,32.9
1999,云南省,保山市,530500,西部,三线及以下,67.276,2751.0,213.45413988657845,1.7965775264876294,42.666633328710546,230.89555239177866,,,0.1847875928606659,,,,0.1879347761460253,0.0128961293774897,,35.95
2000,云南省,保山市,530500,西部,三线及以下,70.4255,2988.0,215.40181474480153,1.826339148092009,56.064101662275014,253.21043333483746,,,0.22141307893161583,,,,0.2205280757680101,0.0153069555771702,,39.0
2001,云南省,保山市,530500,西部,三线及以下,75.864,3226.0,216.75232514177696,1.8501506826890521,71.89739657916127,277.13379502762143,,,0.25943207890613046,,,,0.2456567014657809,0.0108259517030475,,39.97
2002,云南省,保山市,530500,西部,三线及以下,81.087,3425.0,218.2406427221172,1.850606973427939,89.1308267502032,287.40616131462997,,,0.3101214891932316,,,,0.2568636156227262,0.0106798870349131,,41.47
2003,云南省,保山市,530500,西部,三线及以下,87.3,3662.0,219.80245746691872,1.8505305098939655,111.87538541269303,298.7881742250666,,,0.374430432873897,,,,0.311581901489118,0.024352806414662,,42.5
2004,云南省,保山市,530500,西部,三线及以下,98.083,4084.0,221.52964083175803,1.8268632237594638,141.74681614205838,301.28515889880083,,,0.470473941232764,,,,0.3615835567835405,0.0641681025254121,,42.4
2005,云南省,保山市,530500,西部,三线及以下,117.4226,4954.0,222.77909262759923,1.8630471958939505,194.89237533495543,355.76595081901337,,,0.5478106459774782,,,,0.5129583231848043,0.0596903832822642,,39.51
2006,云南省,保山市,530500,西部,三线及以下,135.4865,5541.0,224.441965973535,1.8485054791645485,264.5347565682077,370.540633145444,,,0.7139156489333598,,,,0.58594029663472,0.0363135810578913,,39.66
2007,云南省,保山市,530500,西部,三线及以下,162.3779,6630.0,226.389640831758,1.8482945763596672,354.75001873979727,405.4446818973892,,,0.8749652778269222,,,,0.6370448195228537,0.0446612500839092,,39.66
2008,云南省,保山市,530500,西部,三线及以下,194.0496,7898.0,228.04332703213612,1.8405689548574904,465.0386178028074,435.5668521585384,,,1.0676630131476161,,,,0.6597596696926972,0.0718244201482507,,39.66
2009,云南省,保山市,530500,西部,三线及以下,221.6546,8972.0,229.88994328922493,1.853492670928377,609.952586912667,479.12023597546886,,,1.273067888002745,,,,0.7586844577103296,0.0801941398915249,,38.83
2010,云南省,保山市,530500,西部,三线及以下,260.8992,10469.0,232.15916824196597,1.8443314163459106,791.1076575670336,510.24774309470774,,,1.5504383277991198,,,,0.8112431927733009,0.1073265077087242,,38.85
2011,云南省,保山市,530500,西部,三线及以下,319.6451,12705.0,233.53724007561436,1.8742237351702422,1017.846874688682,600.7178995617492,,,1.6943841284423973,,,,0.8330945789564739,0.0916782393973816,,36.88
2012,云南省,保山市,530500,西部,三线及以下,389.9564,15397.0,234.8234404536862,1.9341940270965627,1189.5811309542478,750.2687260207233,,,1.5855400734394867,,,,0.570901259730575,0.1302066077130674,0.0205151139973597,36.7
2013,云南省,保山市,530500,西部,三线及以下,449.7419,17500.0,236.01776937618143,2.029140442753584,1418.435674406535,973.9139624543352,,,1.4564281128406582,,,,0.641109044987803,0.1834792355348701,0.0177879801726279,36.9
2014,云南省,保山市,530500,西部,三线及以下,500.9758,19566.0,237.76332703213612,2.0393616463571487,1731.3814906862085,1049.9730205002093,,,1.6489771231087202,,,,0.7662398063938417,0.1423204474148252,0.0518987144688426,37.38
2015,云南省,保山市,530500,西部,三线及以下,551.9581,21444.0,238.0389413988658,2.100094060609692,2146.642616151898,1236.0229436278132,,,1.7367336320241376,,,,0.909181693320562,0.1196973103574347,0.044206254061676,39.48
2016,云南省,保山市,530500,西部,三线及以下,613.3904,23692.0,239.78449905482043,2.169691208705569,2706.6384853443033,1485.3516714138502,4725.769972137618,1.745992306592237,1.8222206481027865,0.9581673374243042,0.6220214864250364,黄灯-轻度失调,1.0879335574863904,0.1006298761767383,0.0469521531474897,40.44
2017,云南省,保山市,530500,西部,三线及以下,678.95,26058.0,241.6219281663516,2.2148956598755802,3196.699866439248,1699.0204180209316,5963.177383404158,1.8654167211657704,1.8814958505106472,0.9914540713228186,0.6314262476393812,黄灯-轻度失调,0.9211183524002649,0.1251943442079681,0.049488180278371,39.765
2018,云南省,保山市,530500,西部,三线及以下,738.1448,28168.0,242.5406427221172,2.2572115045495376,3716.7835951261086,1909.7874258294808,6793.9557363901695,1.827912646111336,1.9461765979068548,0.9392326719359827,0.6165248396975341,黄灯-轻度失调,0.9211183524002649,0.2882381614013944,0.0238435602337102,39.09
2019,云南省,保山市,530500,西部,三线及以下,961.0,36548.0,242.5406427221172,2.447047060717505,4416.139152026458,2982.2905424712367,8017.464232650284,1.8154917579921064,1.480787699634081,1.2260310903721947,0.6899102803244196,黄灯-轻度失调,0.9211183524002649,0.2576386056191467,0.0270551508844953,40.44
2020,云南省,保山市,530500,西部,三线及以下,1053.0,43200.0,243.0,2.5417244039772053,5165.269819502613,3625.2971422164746,8322.619752,1.6112652470885678,1.424785229148034,1.1308828966819382,0.6676629666953147,黄灯-轻度失调,0.9211183524002649,,0.0246913580246913,39.6
2021,云南省,保山市,530500,西部,三线及以下,1166.0,48074.0,242.0,2.5614650403541024,5981.030327426191,3913.3475362365707,7227.307978,1.208371732351693,1.5283667683596769,0.7906294204816954,0.5690926427873735,橙灯-显著失调,0.9211183524002649,,0.0171526586620926,38.68
2022,云南省,保山市,530500,西部,三线及以下,1262.0,52438.0,242.0,2.5944720451059453,6844.430171784015,4274.43983495906,7162.423422,1.0464601496742425,1.6012461131879683,0.6535286119076437,0.5166457457741783,橙灯-显著失调,0.9211183524002649,,,37.91
2023,云南省,保山市,530500,西部,三线及以下,1254.0,52215.0,241.0,2.5836486475032214,7657.291077104746,4181.2130512969325,6766.763055,0.8837019497969172,1.831356351174117,0.4825395937990764,0.43311228007292313,橙灯-显著失调,0.9211183524002649,,,39.98
1994,云南省,昭通市,530600,西部,三线及以下,54.7369,1661.0,364.7523869944488,1.6952524599200913,8.850817048214285,227.4914409817489,,,0.038906154051414905,,,,0.0513218687941772,,,27.25
1995,云南省,昭通市,530600,西部,三线及以下,64.5834,1733.0,369.0149088025377,1.6770560162633212,12.838476195803567,237.22862934171872,,,0.054118578484514346,,,,0.0685965743519232,0.0003236125691741,,32.3
1996,云南省,昭通市,530600,西部,三线及以下,74.6446,1805.0,372.647739888977,1.6593125130152353,17.17565238601339,244.8757438351388,,,0.07014027652153576,,,,0.066704088440423,0.0002478411030402,,29.5
1997,云南省,昭通市,530600,西部,三线及以下,82.2583,1877.0,379.15454401268835,1.6480254779517114,25.73926976671272,252.03015754454782,,,0.10212773747984168,,,,0.1145464956119929,0.0006321550530463,,30.07
1998,云南省,昭通市,530600,西部,三线及以下,91.2768,1949.0,385.66134813639974,1.640624746461256,38.31800627837709,262.6126373449017,,,0.14591074773013388,,,,0.1519082614640303,0.0009367111905763,,33.1
1999,云南省,昭通市,530600,西部,三线及以下,99.0231,2021.0,392.1600793021411,1.6378294641427358,54.71120596445823,273.71897173606544,,,0.1998809421847957,,,,0.1848972613460899,0.0012017397960677,,35.333
2000,云南省,昭通市,530600,西部,三线及以下,106.5372,2093.0,398.6668834258525,1.6413379798397374,74.72804566623532,288.51505753212194,,,0.259009170285386,,,,0.2135629620451823,0.0014314248919626,,37.567
2001,云南省,昭通市,530600,西部,三线及以下,108.0796,2165.0,405.17368754956385,1.6415161564471739,98.18734338292354,293.368631437511,,,0.33468930506238515,,,,0.2516265789288635,0.0017209538155211,,39.8
2002,云南省,昭通市,530600,西部,三线及以下,112.6632,2231.0,410.2192862807296,1.6347590078229322,123.32947621377735,296.4434199526968,,,0.416030405510289,,,,0.266737497248436,0.0019882268566843,,41.13
2003,云南省,昭通市,530600,西部,三线及以下,121.256,2370.0,409.5169389373513,1.6461682334237817,150.3536024030885,315.1970098018684,,,0.4770146851887973,,,,0.2737233621429042,0.019721910668338,,40.96
2004,云南省,昭通市,530600,西部,三线及以下,145.6693,2824.0,423.305551149881,1.6576568743589335,200.4146222829341,360.2425130745528,,,0.5563325121526064,,,,0.3952699710920558,0.0167488963014169,,38.92
2005,云南省,昭通市,530600,西部,三线及以下,167.1974,3163.0,426.7769230769231,1.6692257613327213,283.82929116878734,397.12501016800235,,,0.7147101892391878,,,,0.5588328526639769,0.0164637727620166,,34.14
2006,云南省,昭通市,530600,西部,三线及以下,195.6234,3838.0,433.1626328310864,1.6755356253106841,393.12422661034793,437.9158479726959,,,0.8977163727467093,,,,0.6312455462894521,0.0347647571814005,,32.51
2007,云南省,昭通市,530600,西部,三线及以下,226.6935,4346.0,440.7592862807296,1.6818694135734575,528.6816152798306,481.4253683287047,,,1.0981590295400896,,,,0.6846848277520088,0.0384902963693268,,32.66
2008,云南省,昭通市,530600,西部,三线及以下,272.2801,5162.0,443.6251863600317,1.688227126121042,692.424934515839,534.8572001331758,,,1.2945977624372076,,,,0.698462355493479,0.0352376100934295,,32.57
2009,云南省,昭通市,530600,西部,三线及以下,320.4517,6025.0,452.9252339413164,1.6946089290943036,909.6831877900472,593.477855550717,,,1.5328005573955374,,,,0.7860139297123404,0.0459061381169143,,36.62
2010,云南省,昭通市,530600,西部,三线及以下,379.6448,7193.0,463.58153846153846,1.701014656352376,1220.328428400545,661.5479538561669,,,1.8446560393501987,,,,0.9380594703259468,0.0459163407479833,,34.34
2011,云南省,昭通市,530600,西部,三线及以下,465.0326,8877.0,467.6664551942902,1.7250195194834739,1646.7030069805176,773.6910401765565,,,2.1283728535937803,,,,1.0480792099306586,0.9122326047679238,,32.38
2012,云南省,昭通市,530600,西部,三线及以下,555.5967,10528.0,470.8956383822363,1.74936297770099,1986.1536566314917,893.2717932637879,,,2.223459502034192,,,,0.759158216742468,0.0649910267645578,,30.89
2013,云南省,昭通市,530600,西部,三线及以下,634.7027,10813.0,473.4789849325931,1.7740500152309269,2435.342273799917,1008.9221662731276,,,2.413805896242585,,,,0.8641782995408717,0.0794283685889472,,29.82
2014,云南省,昭通市,530600,西部,三线及以下,670.3372,12480.0,479.85662172878665,1.7941133524394572,2864.0511601099215,1091.1313387993177,,,2.624845477595325,,,,0.8211926773570077,0.1127838347625642,,30.75
2015,云南省,昭通市,530600,西部,三线及以下,708.3761,13097.0,483.81237113402057,1.8113340674150178,3333.8296021044252,1168.893162778665,,,2.8521251627302915,,,,0.8653326954424352,0.0894197305640323,,36.65
2016,云南省,昭通市,530600,西部,三线及以下,765.5307,14040.0,491.6431403647899,1.8545030180128559,3906.438121999204,1344.1331205117906,,,2.9062881216049443,,,,0.9657352735821044,0.0673155237275265,,38.41
2017,云南省,昭通市,530600,西部,三线及以下,832.45,15119.0,499.71609833465504,1.88116923814115,4447.074340926017,1494.2221693885117,9125.1045916092,2.0519343487541235,2.976180137084913,0.6894523362970687,0.5313824303630957,橙灯-显著失调,0.8840868821271823,0.0973211604300558,,37.705
2018,云南省,昭通市,530600,西部,三线及以下,889.5404,15987.0,504.5598731165742,1.9044761749028418,5011.151622641882,1628.2813322874413,11664.937467089612,2.3277957534519484,3.0775711317663506,0.7563743139596992,0.5568946148328006,橙灯-显著失调,0.8840868821271824,0.137440075796445,,37.0
2019,云南省,昭通市,530600,西部,三线及以下,1194.0,21255.0,507.7890563045202,2.0797999792840263,5816.193778769643,2665.6499896281775,12399.939017409672,2.131967999875127,2.1819045266257646,0.9771133309724315,0.6274137606626009,黄灯-轻度失调,0.8840868821271824,0.1369363484087102,,45.04
2020,云南省,昭通市,530600,西部,三线及以下,1289.0,25255.0,509.0,2.163652677966481,6664.9720808931,3238.7646945199795,12772.634256,1.916382259517054,2.05787474840957,0.931243391269625,0.6141722681821895,黄灯-轻度失调,0.8840868821271826,,,45.0
2021,云南省,昭通市,530600,西部,三线及以下,1462.0,28932.0,501.0,2.1995249467622107,7624.258498518385,3635.5293376143786,12268.302129,1.6091141363299903,2.097152241252823,0.7672853237248611,0.5608389069800896,橙灯-显著失调,0.8840868821271824,,0.0034199726402188,43.57
2022,云南省,昭通市,530600,西部,三线及以下,1541.0,30935.0,493.0,2.2145739956614143,8605.423458950454,3793.513345062126,12198.41239,1.4175261041119944,2.268457410371789,0.6248854828090727,0.5043031567949018,橙灯-显著失调,0.8840868821271824,,,43.04
2023,云南省,昭通市,530600,西部,三线及以下,1644.0,33543.0,485.0,2.2624315018706658,9628.59112022002,4217.729815538696,11195.22105,1.1627060397746107,2.2828847605996403,0.5093143814535804,0.44798424977686896,橙灯-显著失调,0.8840868821271824,,,42.58
2002,云南省,丽江市,530700,西部,三线及以下,36.948,3329.0,113.4306072874494,1.8348905337366408,40.99885714285715,130.76041317599316,,,0.3135418139714497,,,,0.388372848327379,0.0727941972501894,,47.7
2003,云南省,丽江市,530700,西部,三线及以下,41.405,3712.0,114.14477732793524,1.8580745635870717,68.79701428571428,145.57878856270779,,,0.4725758124857599,,,,0.7208815360463712,0.2546407438715131,,43.87
2004,云南省,丽江市,530700,西部,三线及以下,50.378,4486.0,115.01198380566802,1.8790489505758214,107.77926357142856,167.72760454213255,,,0.6425851240506735,,,,0.8420759061495097,0.2246218587478661,,44.35
2005,云南省,丽江市,530700,西部,三线及以下,60.3328,5328.0,116.06283400809718,1.9041726413303603,157.64070039285713,193.55671381690436,,,0.8144419136087312,,,,0.915760581309006,0.2316501140341572,,48.29
2006,云南省,丽江市,530700,西部,三线及以下,70.1749,5810.0,117.75643724696356,1.8749821470386205,220.56486537321427,197.13471482844687,,,1.1188534985588767,,,,1.008996094045022,0.1743700382900438,,46.45
2007,云南省,丽江市,530700,西部,三线及以下,84.8176,6984.0,120.40906882591094,1.8773636288989004,298.18272210455353,219.50566205377245,,,1.3584283854669201,,,,1.045138037388467,0.1438416083454377,,45.2
2008,云南省,丽江市,530700,西部,三线及以下,101.149,8301.0,121.90882591093118,1.868254675440932,398.6729859993259,235.65068672879843,,,1.6917964107532761,,,,1.1408852287219844,0.1448358362415842,,44.55
2009,云南省,丽江市,530700,西部,三线及以下,120.6746,9863.0,122.96987854251012,1.9068951033866604,528.9685366993596,279.2556324418953,,,1.8942090158536804,,,,1.2449115223916216,0.173730014435515,,44.36
2010,云南省,丽江市,530700,西部,三线及以下,143.5885,11680.0,122.87805668016196,1.9059006447938618,704.5823098643915,302.3665210073519,,,2.3302259374385565,,,,1.407231080483465,0.1745272079588546,,43.54
2011,云南省,丽江市,530700,西部,三线及以下,178.5015,14279.0,123.65344129554656,1.941057366140304,893.2769943711719,361.6630808589278,,,2.469914795421455,,,,1.254464528309286,0.2199208410013361,,41.24
2012,云南省,丽江市,530700,西部,三线及以下,212.2389,16870.0,121.4089068825911,1.9879420931986813,1080.0163446526133,426.92802903530685,,,2.529738670691252,,,,1.0902958882655347,0.302324880123295,0.0329817012809621,40.47
2013,云南省,丽江市,530700,西部,三线及以下,248.8114,20734.0,122.53117408906884,2.135038056028712,1318.8168274199827,614.59630451602,,,2.1458261589426892,,,,1.176800178769944,0.3210198568072042,0.0281337591444765,38.65
2014,云南省,丽江市,530700,西部,三线及以下,261.8385,20663.0,123.65344129554656,2.073011185015231,1536.0194860489837,562.897864065392,,,2.72877121074054,,,,1.0813669494745808,0.212820880046288,0.0267340364384916,40.06
2015,云南省,丽江市,530700,西部,三线及以下,289.6117,20724.0,123.30655870445344,2.078686914769545,1732.1154117465344,595.7940205087308,2274.851135059433,1.3133369287244232,2.9072386632338683,0.45174720098952326,0.4149527242701327,橙灯-显著失调,0.9422854808697302,0.1692186468985887,0.0193362353799932,44.83
2016,云南省,丽江市,530700,西部,三线及以下,309.2899,24116.0,124.46963562753038,2.18126783176152,1991.1392411592076,748.458898346135,2360.440377677733,1.1854722808353295,2.660318750380302,0.44561287276792,0.4111874926104344,橙灯-显著失调,1.1174939757166336,0.1123593107954705,0.0135794928964702,45.79
2017,云南省,丽江市,530700,西部,三线及以下,339.48,26368.0,125.48987854251013,2.222767843200299,2247.0344064111036,847.0025606607088,2685.232621836437,1.1950117960700075,2.652925163128542,0.45045062434431954,0.4141611687401039,橙灯-显著失调,1.047048802020315,0.1205258041710851,0.0082479085660421,45.745
2018,云南省,丽江市,530700,西部,三线及以下,350.7628,27128.0,125.48987854251013,2.231879712492428,2501.94845562384,874.2817683968733,3579.998947549798,1.4308843731383567,2.861718665609987,0.5000087501030986,0.4429060171348348,橙灯-显著失调,1.047048802020315,0.0939697710247494,,45.7
2019,云南省,丽江市,530700,西部,三线及以下,473.0,36369.0,125.48987854251013,2.4434454324696926,2872.105116198257,1443.3502516695287,3832.026394532794,1.3342221957409288,1.9898878410670466,0.6705012052465594,0.5237066269001809,橙灯-显著失调,1.047048802020315,0.1029845665961945,,54.6
2020,云南省,丽江市,530700,西部,三线及以下,513.0,40857.0,126.0,2.4995583365518135,3265.635895824765,1645.3592317837413,4193.885808,1.2842478285353356,1.9847555675027118,0.6470559143719752,0.5139045819865199,橙灯-显著失调,1.047048802020315,,0.0136452241715399,52.63
2021,云南省,丽江市,530700,西部,三线及以下,570.0,45475.0,126.0,2.5191102061721393,3699.1719181851063,1783.6510498337404,4220.580861,1.1409528819819514,2.07393252089859,0.5501398287961661,0.4692190671692303,橙灯-显著失调,1.047048802020315,,0.0122807017543859,51.58
